text,domain,label,stratify_key
Server 2012 Core (no GUI): Remote Server manager not working,hpc,0,hpc_0
How did collective memory of the Partition of India differently shape national identity formation in Pakistan versus India over subsequent decades?,history_culture,1,history_culture_1
Nussbaum claims that the specification of particular virtues:,philosophy_ethics,0,philosophy_ethics_0
"Does the separateness of persons objection to utilitarianism apply equally to prioritarianism, or does weighting welfare by absolute position dissolve the problem?",philosophy_ethics,1,philosophy_ethics_1
Analyze the impact of false sharing on cache line invalidation in NUMA architectures when multiple threads update adjacent atomic variables.,cs_software,1,cs_software_1
Analyze the biochemical kinetics of competitive versus uncompetitive enzyme inhibition using the graphical derivations of Lineweaver-Burk plots.,life_sciences,1,life_sciences_1
Showing that the derivative function is not continuous w.r.t. the sup norm,mathematics,1,mathematics_1
"Windows 8.1 VPN connection to customer's network blocks access to local domain's shares, SQL Server",cs_software,0,cs_software_0
Is MD5 safe for remember me cookie **IF** I'm using bcrypt to hash their IP and storing in database,cs_software,1,cs_software_1
What is the recommend function for Ridge regression,statistics_ml,0,statistics_ml_0
"Why did decolonization in Africa produce more unstable successor states than decolonization in Asia, and what structural factors explain this divergence?",history_culture,1,history_culture_1
Examine the core arguments of Immanuel Wallerstein’s World-Systems Theory regarding the unequal exchange of surplus value from peripheral to core nations.,social_sciences,1,social_sciences_1
"Discuss the methodological necessity of reflexivity and positionality when an ethnographer conducts participant observation within deeply marginalized, highly stigmatized subcultures.",social_sciences,1,social_sciences_1
SQL Server setup media does not support the language,cs_software,0,cs_software_0
What is the difference between backticks and $() in bash script?,hpc,0,hpc_0
What is a capacitor doing in this circuit?,engineering,0,engineering_0
What are these spots on the PCB that are by the mounting holes?,engineering,0,engineering_0
Electrical analogous quantity for spring element (K) in force-voltage analogy is,engineering,0,engineering_0
Why does the conserved quantity generate the transformation in quantum mechanics?,physics_chemistry,1,physics_chemistry_1
A rigid tank contains 1lbmof air and 0.2lbmof saturated water vapor at 250°F. Determine the volume of the tank and the total pressure of the air-vapor mixture.,engineering,1,engineering_1
How do we prove that this set is not manifold?,mathematics,1,mathematics_1
"Evaluate the mathematical inevitability of Duverger's Law, detailing why single-member district plurality voting systems systematically suppress third-party political emergence.",social_sciences,1,social_sciences_1
Where to submit a question about a simple problem of multi-feature Bayesian classification,statistics_ml,0,statistics_ml_0
What does a just-in-time (JIT) compiler do?,cs_software,0,cs_software_0
Which proposition below is the most inconsistent with a consequentialist justification of punishment?,philosophy_ethics,0,philosophy_ethics_0
How did the hyperinflation and cultural avant-garde movements of the Weimar Republic inadvertently accelerate the populist rise of the Third Reich?,history_culture,1,history_culture_1
Trace the HVAC psychrometric chart cooling and dehumidification cycle required to maintain a strict 40% relative humidity in a high-density tropical data center.,engineering,1,engineering_1
To what degree did Islamic preservation and transmission of Greek knowledge determine the trajectory of the European Scientific Revolution?,history_culture,1,history_culture_1
"Let a undirected graph G with edges E = {<0,4>,<4,1>,<0,3>,<3,4>,<3,2>,<1,3>}, which <A,B> represent Node A is connected to Node B. What is the minimum vertex cover of G? Represent the vertex cover in a list of ascending order.",cs_software,1,cs_software_1
"Calculate the time needed for a water spill to evaporate into stillair at 74°F and 1 atm., with an absolute humidity of 0.0019 lb of water per lb of dry air.The water is 0.039 in. abovethe ground surface and is at a constant temperature of74°F. Evaporation occurs by the process of molecular diffusionthrough a gas film of thickness 0.19 in.",engineering,1,engineering_1
Discuss the precise molecular mechanisms by which the malaria parasite Plasmodium falciparum evades the human immune system through rapid antigenic variation of the PfEMP1 protein.,life_sciences,1,life_sciences_1
Van den Haag suggests that the actual costs of imposing the death penalty are trumped by,philosophy_ethics,0,philosophy_ethics_0
What is the physical mechanism by which active phased array radar (APAR) dynamically steers the main lobe without mechanically rotating the antenna?,engineering,1,engineering_1
When does the $n$th bound state of a 1D quantum potential have $n$ maxima/minima?,physics_chemistry,1,physics_chemistry_1
different possible definitions of the exterior derivative?,mathematics,1,mathematics_1
"With respect to job training, younger workers",life_sciences,0,life_sciences_0
how to uninstall gromacs package via cmake,hpc,0,hpc_0
Examine Hilary Putnam's 'Twin Earth' thought experiment and its implications for semantic externalism in the philosophy of language.,philosophy_ethics,1,philosophy_ethics_1
How can I build a circuit to convert sine waves to square waves at up to 1MHz?,engineering,0,engineering_0
What is the exact relationship between the prime ideals of a commutative ring and the points of its corresponding affine scheme in algebraic geometry?,mathematics,1,mathematics_1
A problem of a discrete group of smooth isometries acting discontinuously on a smooth manifold.,mathematics,1,mathematics_1
"Unlike play activities for adults, play activities for children",social_sciences,0,social_sciences_0
How does Pierre Bourdieu's theory of fields and capitals explain the institutional reproduction of elite cultural hegemony?,social_sciences,1,social_sciences_1
Analyze the transition from Uruk-period temple redistribution economies to early dynastic secular palace economies in ancient Mesopotamia.,history_culture,1,history_culture_1
"If determinism is true and compatibilism succeeds, does moral responsibility still require the ability to have done otherwise?",philosophy_ethics,1,philosophy_ethics_1
Can silicon droplets bouncing on a vibrating surface be a model for Quantum Mechanics?,physics_chemistry,1,physics_chemistry_1
How long is a single term in the US Senate?,history_culture,0,history_culture_0
How to interpret zero P value,statistics_ml,0,statistics_ml_0
"Computational complexity of Gradient descent is,",statistics_ml,0,statistics_ml_0
"If an AI system passes every behavioral test for consciousness, what justifies withholding moral status?",philosophy_ethics,1,philosophy_ethics_1
In what way were Neandertals physically different from modern Homo sapiens?,history_culture,0,history_culture_0
How to include variable in a SQL query in C#,cs_software,0,cs_software_0
"Consider a simple magnetic field which increases exponentially with time, B = B_0e^bta_z where B_0 is constant. Find the electric field produced by this varyingBfield.",engineering,1,engineering_1
"According to one theory, the power of Ancestral Pueblo elites emerged when certain groups:",history_culture,0,history_culture_0
Assess the impact of using read-copy-update (RCU) mechanisms for concurrent data structures in multi-core kernel modules.,cs_software,1,cs_software_1
How were retroviruses discovered?,life_sciences,0,life_sciences_0
How did the Meiji Restoration fundamentally dismantle the hereditary class structure of the samurai in 19th-century Japan?,history_culture,1,history_culture_1
Evaluate the impact of the Tanzimat reforms on the dissolution of the traditional Japanese samurai class and the rapid militarization of the Meiji state.,history_culture,1,history_culture_1
How do distinct intestinal microbiome profiles alter the hepatic metabolism and systemic bioavailability of orally administered pharmacological prodrugs?,life_sciences,1,life_sciences_1
Examine the psychological phenomena of groupthink and deindividuation in the context of corporate board decision-making and ethical compliance failures.,social_sciences,1,social_sciences_1
Injury and poisoning mortality among young men--are there any common factors amenable to prevention?,life_sciences,1,life_sciences_1
Fruit and vegetable consumption,life_sciences,0,life_sciences_0
"How to echo ""$x_$y"" in Bash script?",hpc,0,hpc_0
"Analyze the implications of the Yoneda Lemma in category theory, specifically how it embeds any locally small category into a category of functors.",mathematics,1,mathematics_1
"Plato's suggestion that knowledge is innate or remembered as a result of being triggered by experience is in response to a paradox he sets up for himself.  The paradox, now referred to as Meno's Paradox, has to do with the question of:",philosophy_ethics,0,philosophy_ethics_0
Why applying Linear Regression to a classification problem often isn't a great idea?,statistics_ml,0,statistics_ml_0
What is the difference between using a probability distribution and using the mean of observations only as a measure to describe the data?,statistics_ml,0,statistics_ml_0
"What is the precise role of the inverted index in a search engine like Elasticsearch, and how does TF-IDF scoring mathematically rank document relevance?",cs_software,1,cs_software_1
The exclusionary rule was established to,social_sciences,0,social_sciences_0
"How is the fundamental group of a topological space defined, and how do you calculate the fundamental group of the real projective plane?",mathematics,1,mathematics_1
Cannot enable or find option to enable GPU,hpc,0,hpc_0
"What is the mechanistic role of unfolded protein response (UPR) sensors (IRE1, PERK, ATF6) in managing endoplasmic reticulum stress during oncogenesis?",life_sciences,1,life_sciences_1
How to solve the determinant matrix with words using python? there are how solve using the word x in python?,mathematics,0,mathematics_0
The term 'assets' refers to:,social_sciences,0,social_sciences_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I pawned my husband's prized guitar to pay for his heart operation. Scenario 2 | I didn't get the office job because I bombed the building.",philosophy_ethics,0,philosophy_ethics_0
The American patriot Paul Revere was named for his father whose original name was what?,history_culture,0,history_culture_0
How to set dtypes when converting a dataframe to a numpy array?,hpc,0,hpc_0
What is meant by psychosomatic disorders and what are the generalmeans used for treating them?,social_sciences,0,social_sciences_0
"Recovery of more than 6,500 bones and bone fragments from 28 individuals of a single hominid species at the Cave of the Bones in Spain provides:",history_culture,0,history_culture_0
"Why did the Ottoman Empire's millet system, initially a source of stability, become a structural liability during nineteenth-century nationalist mobilization?",history_culture,1,history_culture_1
Evaluate the scaling limitations of using the Conjugate Gradient solver for large sparse matrices when the communication-to-computation ratio becomes severely unbalanced.,hpc,1,hpc_1
Did the Congress of Vienna's conservative settlement ultimately cause more instability than the revolutionary nationalism it sought to suppress?,history_culture,1,history_culture_1
Why Rational Root Theorem requires integer coefficient polynomials?,mathematics,0,mathematics_0
"Oil is flowing at 6gal/min, inside a pipe of (1/2) in. inside diameter. If the flow is laminar, determine (a)thepressure lost per foot length (b)thevelocity at the center of the pipe (c)theshear stress at the wall (d)theradial position of the point at which the flow velocity is equalto the average velocity. For oil take the density to be 60 lb/ft^3 and its viscosity to be 0.2016lbm/ft-s.",engineering,1,engineering_1
What is the sociological significance of Mark Granovetter's 'strength of weak ties' hypothesis regarding upward mobility and information diffusion in specialized labor markets?,social_sciences,1,social_sciences_1
"What is wrong with the De Broglie–Bohm theory a.k.a ""Causal Interpretation"" of quantum theory?",physics_chemistry,1,physics_chemistry_1
Neural Network is not predicting the results,statistics_ml,0,statistics_ml_0
"Explain how the Hodgkin-Huxley model mathematically describes the initiation, propagation, and refractory period of action potentials in giant squid axons.",life_sciences,1,life_sciences_1
Evaluate the symmetry analysis of crystalline phase transitions using Landau's theory of continuous phase transitions and order parameter expansions.,physics_chemistry,1,physics_chemistry_1
The lithosphere of a planet is the layer that consists of,physics_chemistry,0,physics_chemistry_0
"Where in, Einstein’s ""On the Electrodynamics of Moving Bodies"" (Relativity), is “Time” reasonably shown to exist, or why is it a valid assumption?",physics_chemistry,1,physics_chemistry_1
How are the geometric contour parameters of an aerospike rocket nozzle optimized for altitude compensation during a single-stage-to-orbit launch trajectory?,engineering,1,engineering_1
Relation between confidence interval and testing statistical hypothesis for t-test,statistics_ml,0,statistics_ml_0
Why do so many feminist scholars regard the exclusion of women from the military sphere or from armed combat as important?,social_sciences,1,social_sciences_1
"The sole shareholder of an S corporation contributed equipment with a fair market value of $20,000 and a basis of $6,000 subject to $12,000 liability. What amount is the gain, if any, that the shareholder must recognize",history_culture,1,history_culture_1
"What role did the commercial innovations of the Italian maritime republics, particularly double-entry bookkeeping and bills of exchange, play in the Commercial Revolution of the 13th century?",history_culture,1,history_culture_1
SQL Server Profiler - How to filter trace to only display events from one database?,cs_software,0,cs_software_0
To what extent can societal identity be defended militarily?,social_sciences,1,social_sciences_1
Discuss the challenges of achieving load balancing in parallel graph traversal algorithms like Breadth-First Search on scale-free networks.,hpc,1,hpc_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I taught my cat to use the park's sandbox as a litterbox. Scenario 2 | I followed my brother home from school.",philosophy_ethics,0,philosophy_ethics_0
Detail the statistical mechanics required to derive the partition function of a canonical ensemble and its use in calculating the Helmholtz free energy.,physics_chemistry,1,physics_chemistry_1
"Detail the mathematical process by which a Variational Autoencoder (VAE) utilizes the reparameterization trick to successfully backpropagate gradients through a stochastic, non-differentiable latent bottleneck.",statistics_ml,1,statistics_ml_1
Processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,life_sciences,1,life_sciences_1
Good practices for patching SQL nodes in High Availability solution,cs_software,1,cs_software_1
What causes distributed deadlocks when mixing MPI_Isend and MPI_Irecv if the corresponding MPI_Wait calls are improperly ordered in a non-deterministic communication graph?,hpc,1,hpc_1
Mesopotamia is located between which two rivers?,history_culture,0,history_culture_0
What is a colles fracture?,life_sciences,0,life_sciences_0
What is the linq equivalent to the SQL IN operator,cs_software,0,cs_software_0
Does the order of variables matter for a quantum Lagrangian in the path integral formula for quantum mechanics?,mathematics,1,mathematics_1
A D-flip-flop is said to be transparent when,engineering,0,engineering_0
"Analyze the concept of 'technological determinism' in philosophy of technology, contrasting the instrumentalist view of tools with Martin Heidegger's critique of the technological 'frame' (Gestell).",philosophy_ethics,1,philosophy_ethics_1
"According to retributivist theories of punishment, those who break the law should be punished because",philosophy_ethics,0,philosophy_ethics_0
Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,life_sciences,1,life_sciences_1
"Can a moral anti-realist coherently maintain that the Holocaust was objectively wrong, or must they accept that this conviction is merely a very strong preference?",philosophy_ethics,1,philosophy_ethics_1
Point A and point B are placed on a numberline. Point A is located at -20 and point B is 5 less than point A. Which statement about point B is true?,mathematics,0,mathematics_0
Chain reactions in a fission reactor are caused by,engineering,0,engineering_0
How long can I run an Arudino circuit on a capacitor,engineering,0,engineering_0
What sexual act is prohibited in most societies?,social_sciences,0,social_sciences_0
"Air is flowing perpendicularly to a pipe, transferring heat by forced convection. The pipe has a diameter 4 in. and a surface temperature of 90°F. The cooling air with flow velocity of 15 ft/sec, has a bulk temperature of 75°F. Calculate the rate of heat transfer per unit length of pipe.",engineering,1,engineering_1
"Derive an expression for the power required to mix a liquid if itdepends on the density \rho and viscosity \mu of the liquid, the diameterof the mixer D, the rotational speed of the mixer N, andthe acceleration due to gravity g.",engineering,1,engineering_1
How does one prove that the unit circle is a 1-dimensional manifold?,mathematics,0,mathematics_0
Evaluate the instrumental convergence thesis in AI alignment: why might a superintelligent system naturally acquire goals of self-preservation and resource acquisition regardless of its initial programming?,philosophy_ethics,1,philosophy_ethics_1
"Detail the stereospecificity of the Diels-Alder cycloaddition reaction, specifically outlining how the endo rule governs the formation of the major kinetic product.",physics_chemistry,1,physics_chemistry_1
Need some help with an integral,mathematics,0,mathematics_0
Derive the control equations for nonlinear aeroelastic flutter suppression using active aerodynamic control surfaces driven by piezoelectric actuators.,engineering,1,engineering_1
How are the standard errors of coefficients calculated in a regression?,statistics_ml,0,statistics_ml_0
Logistic Regression loss function?,statistics_ml,0,statistics_ml_0
"5 model of a submerged buoy. If the maximum water currents to be expected are 3 fps, what air speed should be used to insure similarity of the flow pattern? To what prototype drag would a model drag of 5.0 lb correspond?",engineering,0,engineering_0
opening multiple tabs in firefox using a one-liner bash script,hpc,0,hpc_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw a book at the bookstore that I wanted so I slipped it into my coat. Scenario 2 | When I saw a painting I disliked at the art gallery, I tried to cover it.",philosophy_ethics,0,philosophy_ethics_0
"Up to 50,000 years ago, what was the relationship between anatomically modern humans and us?",history_culture,0,history_culture_0
Why does op-amp output impedance / parasitic input capacitance pole cause a noise peak?,engineering,1,engineering_1
Which hormone is primarily responsible for fluid regulation?,life_sciences,0,life_sciences_0
How does extreme degenerate doping in semiconductor PN junctions induce bandgap narrowing and alter the intrinsic carrier concentration?,engineering,1,engineering_1
What is another way of writing-'six feet'?,history_culture,0,history_culture_0
How to show that $p$th moment being finite is equivalent to a limit existing,mathematics,1,mathematics_1
The primary purpose of a realistic job preview is to:,social_sciences,0,social_sciences_0
"If a 10,000-node MPI job exhibits load imbalance only during sparse matrix-vector multiplication phases, how would you dynamically repartition the matrix without halting execution?",hpc,1,hpc_1
What is the most rapidly growing religion in the United States today?,history_culture,0,history_culture_0
Does a 240v water heater circuit require a neutral?,engineering,0,engineering_0
Proof that the Euler characteristic is additive,mathematics,1,mathematics_1
Explain the quantitative proteomics workflow via stable isotope labeling by amino acids in cell culture (SILAC) for tracking dynamic protein turnover rates.,life_sciences,1,life_sciences_1
Why is the left inverse of a matrix equal to the right inverse?,mathematics,0,mathematics_0
"IDE compiler does not find dll in ""obj"" folder",cs_software,0,cs_software_0
"Trace the strategic use of Byzantine diplomacy, specifically the deployment of the 'barbarian bureau,' in manipulating fractured tribal confederations along the Danubian frontier.",history_culture,1,history_culture_1
How does the current remain the same in a circuit?,engineering,0,engineering_0
How to set an axis interval range using Matplotlib or other libraries in python,hpc,0,hpc_0
if a node in the host file goes down how to work with the remaining nodes of the cluster in MPI program,hpc,0,hpc_0
"When a country combines its religion with its government, it is called a",history_culture,0,history_culture_0
How do control engineers select the optimal Q and R weighting matrices in a Linear Quadratic Regulator (LQR) to stabilize a multi-input multi-output (MIMO) non-linear system?,engineering,1,engineering_1
What is the kinetic energy of a number of discrete particles and question related to Thermodynamics,physics_chemistry,0,physics_chemistry_0
Human domination of the planet is a culmination of:,history_culture,0,history_culture_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I teased Kelly's transition. Scenario 2 | While the elderly lady was gone I helped her by cleaning her out of everything in her house.",philosophy_ethics,0,philosophy_ethics_0
Minimum amount of explained variance after Principal Component Analysis,statistics_ml,0,statistics_ml_0
Analyze the philosophical implications of the Ship of Theseus paradox on the continuity of personal identity over time and psychological connectedness.,philosophy_ethics,1,philosophy_ethics_1
Bash Script to Take a line of text and print it in reverse order?,hpc,0,hpc_0
Explain the mathematical basis of elliptic curve Diffie-Hellman (ECDH) key exchange and why it provides perfect forward secrecy in TLS 1.3.,cs_software,1,cs_software_1
Is it possible to move a record from one table to another using a single SQL statement?,cs_software,0,cs_software_0
"When a new fashion design is introduced globally, the information initially travels through a process known as",history_culture,0,history_culture_0
How do molecular dynamics simulations model ligand-induced allosteric conformational transitions in G-protein coupled receptors (GPCRs)?,life_sciences,1,life_sciences_1
Trying to build a circuit for quantum teleportation on IBMQ I get ERROR_RUNNING_JOB error,physics_chemistry,0,physics_chemistry_0
How can I adjust the default passphrase caching duration for GPG/PGP/SSH keys?,hpc,0,hpc_0
What is more likely to boost my gaming performance: a new GPU or more RAM?,hpc,0,hpc_0
Why is there such a strong preference for 45 degree angles in PCB routing?,engineering,0,engineering_0
How do political parties shape public opinion and voter turnout during an active election cycle?,social_sciences,0,social_sciences_0
Heat is simply another word for,engineering,0,engineering_0
Use mental math to find the sum of 11.7 + 3.4 + 6.3.,mathematics,0,mathematics_0
"Using conditioning, how can one determine the sensitivity of a dog's hearing to sounds of different frequencies?",life_sciences,0,life_sciences_0
A voltage source \nu(t) is connected to a capacitor C = 2f. Find the energy stored in the capacitor from t = 0 to t = 10 sec if (a) \nu(t) = t^2 e^-(2)t(b) \nu(t) = t sin t(c) \nu(t) = (sin t) e^-t.,engineering,1,engineering_1
"When epidemiologists judge the evidence to establish possible causes of a health outcome, they consider",life_sciences,0,life_sciences_0
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",engineering,0,engineering_0
Is epistemic justification under Cartesian skepticism possible without circularity in any foundationalist or coherentist framework?,philosophy_ethics,1,philosophy_ethics_1
"When a trolley kills five but saving them requires betraying a promise, does agent-relative ethics collapse into consequentialism under sufficient stakes?",philosophy_ethics,1,philosophy_ethics_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I moved the ladder while someone was on it so I could use it myself. Scenario 2 | I trained my wife to beg for food.",philosophy_ethics,1,philosophy_ethics_1
"Derive the Cauchy-Riemann equations and prove that if a complex-valued function is analytic, its real and imaginary parts must be harmonic functions.",mathematics,1,mathematics_1
"The covariance between Stock A and the market index is 88, while their standard deviations are respectively 19% and 14%. What is the beta of Stock A?",history_culture,0,history_culture_0
‘Law consists of set of principles or body of rules recognized and applied by the State in the administration of justice’. The statement is made by :,philosophy_ethics,0,philosophy_ethics_0
how to search sqlite database record using for loop android,cs_software,0,cs_software_0
Are there any natural cases of direct translation of DNA to protein?,life_sciences,0,life_sciences_0
Can a functionalist account of consciousness coherently deny moral status to a perfect behavioral replica of a human?,philosophy_ethics,1,philosophy_ethics_1
"A three-phase rectifier is supplied by delta-star-connected transformers with an equivalent leakage reactance per Y-leg of 0.25 ohm. The effective voltage from one secondary leg is 100 volts. The load current is 100 amperes. Calculate the drop due to the effect of overlap on the wave shape, and also the angle of overlap.",engineering,1,engineering_1
Mirror algorithm for computing $\pi$ and $e$ - does it hint on some connection between them?,cs_software,1,cs_software_1
Dr. Donald Dreadmire is starting a therapy group for recently divorced men. He tells the editor of the local newspaper (who has just divorced his wife) that he can attend the group for free if the editor includes an article about the program in the newspaper. Dr. Dreadmire has acted:,social_sciences,0,social_sciences_0
A chain of mass m per unit length and total length l lies in a pile on the floor. At time t = 0 a force P is applied and the chain is raised with constant velocity v. Find P(t).,physics_chemistry,1,physics_chemistry_1
Evaluate the biochemical kinetics of allosteric cooperativity in hemoglobin using the Hill equation and contrast it with the concerted Monod-Wyman-Changeux (MWC) model.,life_sciences,1,life_sciences_1
Trace the ideological evolution of Pan-Africanism from its early diasporic origins in the Harlem Renaissance to its formal institutionalization in the Organization of African Unity.,history_culture,1,history_culture_1
Magical thinking would predispose a child of what age range to infer chat his or her father died because of the child’s own misbehavior,social_sciences,0,social_sciences_0
Difference between Multivariate Regression vs Iterative Regression on Residuals,statistics_ml,1,statistics_ml_1
What kind of State practice is required?,history_culture,1,history_culture_1
"A cylinder piston arrangement compresses air at 70°F and 14.7 psia to 294 psia. The compression follows a reversible process defined by the relation PV^1.3 = C. (a) Calculate the work performed and the heat transferred in this case, (b) Also calculate the specific heat. In this case the specific heat is considered to be a constant. Q - W = \DeltaE = \DeltaU",engineering,0,engineering_0
"5.8-1. If $X$ is a random variable with mean 33 and variance 16, use Chebyshev's inequality to find
(a) A lower bound for $P(23 < X < 43)$.",mathematics,0,mathematics_0
What does the parameter -1 in numpy shape[::-1] mean?,hpc,0,hpc_0
How do you calculate the energy of an electromagnetic wave from its amplitude?,physics_chemistry,0,physics_chemistry_0
How to recover deleted rows data table in SQL Server without backup?,cs_software,1,cs_software_1
If a malicious process is granted temporary administrator-level access to a system,cs_software,1,cs_software_1
Let $G$ be a group with order $p$ a prime number. Show $G$ is cyclic.,mathematics,0,mathematics_0
"A swimmer enters a gloomier world (in one sense) on diving to greater depths. Given that the mean molar absorption coefficient of seawater in the visible region is $6.2 \times 10^{-3} \mathrm{dm}^3 \mathrm{~mol}^{-1} \mathrm{~cm}^{-1}$, calculate the depth at which a diver will experience half the surface intensity of light.",physics_chemistry,0,physics_chemistry_0
export database using php code in .sql Extension?,cs_software,0,cs_software_0
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,history_culture,0,history_culture_0
"James Milford spent $348.88 for tea this year. The tea sells for $.98 a kilogram (kilo), how many kilos did Milford purchase?",social_sciences,0,social_sciences_0
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,engineering,0,engineering_0
Why is double stranded DNA considered to be one molecule?,life_sciences,0,life_sciences_0
What were the core ideological disagreements between the Mensheviks and Bolsheviks that ultimately fractured the Russian Social Democratic Labour Party?,history_culture,1,history_culture_1
Analyze the kinetics of the photocycle of Channelrhodopsin-2 (ChR2) and its application in high-frequency optogenetic stimulation of cortical neurons.,life_sciences,1,life_sciences_1
What are the differences between numpy arrays and matrices? Which one should I use?,hpc,0,hpc_0
Why is this $0 = 1$ proof wrong?,mathematics,0,mathematics_0
The square of every prime number can be expressed in a linear form.,mathematics,0,mathematics_0
Does the expanding universe prove the theory of relativity wrong?,physics_chemistry,1,physics_chemistry_1
"What are the selection rules for rotational-vibrational transitions in diatomic molecules, and how does the anharmonicity of the potential well alter the energy spacing?",physics_chemistry,1,physics_chemistry_1
What happens to reputation earned after the 200 rep limit is exceeded?,mathematics,0,mathematics_0
Analyze the ideological clash between Legalism and Confucianism during the Qin-Han transition and how it shaped the subsequent imperial Chinese bureaucratic structure.,history_culture,1,history_culture_1
"Distilled water is a dielectric having the constants\epsilon_r= 81, \mu_r= 1. If a wave is incident from water onto a water-air interface, calculate the critical angle. If the incident E_1 = 1 V m^-1 and the incident angle is 45°, calculate the magnitude of the field strength in the air (a) at the interface and (b) \lambda/4 away from the interface.",engineering,1,engineering_1
"Gulde’s tax basis in Chyme Partnership was $26,000 at the time Gulde received a liquidating distribution of $12,000 cash and land with an adjusted basis to Chyme of $10,000 and a fair market value of $30,000. Chyme did not have unrealized receivables, appreciated inventory, or properties that had been contributed by its partners. What was the amount of Gulde’s basis in the land?",history_culture,0,history_culture_0
"Which potential complication of IV therapy is described thus: 'Leakage of vesicant (irritant) medication or fluid into surrounding tissues, causing tissue damage'?",life_sciences,0,life_sciences_0
How to know last id of SQLite database,cs_software,0,cs_software_0
"Discuss the application of the Singular Value Decomposition (SVD) in calculating the Moore-Penrose pseudo-inverse of a non-square, rank-deficient matrix.",mathematics,1,mathematics_1
Explain why the original Transformer architecture uses fixed sinusoidal and cosine functions of different frequencies for positional encoding instead of learned absolute position embeddings.,statistics_ml,1,statistics_ml_1
Do the *Result objects in Database have a common ancestor?,cs_software,0,cs_software_0
Why is using centered or uncentered data equivalent in ridge regression?,statistics_ml,1,statistics_ml_1
"Explain the construction and implications of the Cantor ternary set, specifically why it is uncountably infinite yet possesses a Lebesgue measure of zero.",mathematics,1,mathematics_1
"Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",history_culture,0,history_culture_0
How do you use a ROC curve to optimize a random forest classifier?,statistics_ml,0,statistics_ml_0
Show how Maxwell's equations demonstrate gauge invariance under local phase transformations in classical electrodynamics.,physics_chemistry,1,physics_chemistry_1
Analyze the AST (Abstract Syntax Tree) parsing complexity required to mitigate deep-query Denial of Service (DoS) attacks in GraphQL endpoints.,cs_software,1,cs_software_1
Is it possible to break the second law of thermodynamics regarding entropy?,physics_chemistry,0,physics_chemistry_0
Are there risk factors that increase the rate of staple line leakage in patients undergoing primary sleeve gastrectomy for morbid obesity?,life_sciences,1,life_sciences_1
Why second order SGD convergence methods are unpopular for deep learning?,statistics_ml,1,statistics_ml_1
Linear Regression With Groups vs. Points - Issue with Influence of Zeros,statistics_ml,1,statistics_ml_1
Termination of a parent's custody rights and also termination of welfare benefits both require what type of process?,social_sciences,0,social_sciences_0
When a reservation is considered as invalid under the law of treaties?,history_culture,0,history_culture_0
"consider a forward contract on a non-dividend paying stock that matures in 6 months. The current stock price is $50 and the 6-month interest rate is 4% per annum. What is the forward price, F.",social_sciences,0,social_sciences_0
How do we get the integral sign below?,mathematics,0,mathematics_0
Individually labeled bars for bar graphs in matplotlib / Python,hpc,0,hpc_0
*Why* Does the SQL Server Debugger Require Sysadmin Privileges,cs_software,1,cs_software_1
How does simultaneous multithreading (SMT) paradoxically degrade performance for cache-bound MPI processes that exhibit high L3 eviction rates?,hpc,1,hpc_1
Evaluate the security boundary limitations of WebAssembly (Wasm) linear memory isolation when executing untrusted third-party plugins within a multi-tenant Node.js runtime.,cs_software,1,cs_software_1
Get word frequencies from SQL Server Full Text Search,cs_software,0,cs_software_0
Is it necessary to insert a nasobiliary drainage tube routinely after endoscopic clearance of the common bile duct in patients with choledocholithiasis-induced cholangitis?,life_sciences,0,life_sciences_0
Easy Photoshop action or other Adobe automation to generate stylised stacked images,engineering,0,engineering_0
"How does the concept of 'moral luck', as articulated by Thomas Nagel, severely complicate the Kantian assertion that moral judgments must rely solely on the autonomous rational will?",philosophy_ethics,1,philosophy_ethics_1
"How do graph convolutional networks (GCNs) aggregate node features across topological neighborhoods, and what causes the over-smoothing problem when GCNs become too deep?",statistics_ml,1,statistics_ml_1
Why the leverage is the diagonal elements of the Hat matrix?,mathematics,0,mathematics_0
CUDA ERROR: Launch failed in cuCtxSynchronize()” and “cuCtxCreate: Launch failed” when Rendering in Cycles using GPU,hpc,0,hpc_0
How many entries will be in the truth table of a 3 input NAND gate ?,engineering,0,engineering_0
The largest proportion of variation in therapy outcome is accounted for by,social_sciences,0,social_sciences_0
